i	800000	0	662831,522963,530767,537442,548840,541803,551693,555660,534623,537373,542952,560543,530925,552319,579103,636898,624092,634731,563884,536421,527984,519948,517816,540573,524838,519364,519616,538111,528825,540870,541681,530784,529772,529038,526012,522147,533299,520093,526729,530228,522580,534799,519942,526640,526922,525598,525312,517743,547167,518490
i	800000	1	682743,692582,662924,607918,561744,565264,529394,553770,532381,521899,582134,528169,527304,525327,562668,576854,549039,531380,540393,558671,522380,525782,516704,526086,519145,538315,534480,538877,534198,522121,546193,529933,560960,523088,522408,522188,538816,530231,521786,520994,520619,520137,559771,546217,530737,558055,556203,530369,521258,527718,526522,541941,517198,519940,542386,530785,523400,539165
i	800000	2	875605,867219,524803,531380,536238,560868,528446,534592,522293,518804,580191,582316,527968,530352,547144,544427,521246,520058,533650,525531,523475,537219,528399,535730,531908,528437,532345,521526,523705,535837,519307,539211,517543,529740,529455,524981,551642,559296,529898,549889,519220,523221,519237,524438,519280
i	800000	3	733678,654733,540283,545702,581745,560073,566955,556740,573950,575522,548728,524045,523251,519886,538221,556079,522915,524521,537142,550306,584584,542285,623819,590636,597203,561091,526565,519629,523980,531207,543178,545663,522304,542760,525796,522722,523477,522225,527034,519320,519881,518961,520469,520507,539546,526709,579997,523015,523557
i	800000	4	704933,710731,670421,523831,611446,684867,702448,613561,558107,575635,519363,527039,535718,564242,534964,544756,537538,523141,551391,525115,526729,571947,532896,524189,518835,536782,531296,552097,526073,552814,546245,566111,526906,628033,580047,547308,540116,542367,526286,543818,539903,545807,519680,539780,533559,525107,521324,575099,548801,563499,554584,544976,523641,526658,537384,535261,523829
i	800000	5	767638,836698,861871,786213,914192,527990,565693,556912,528086,548309,519532,524637,521443,534307,571690,577424,528558,523012,519421,546487,534363,539780,526714,535085,588786,568952,583203,526773,517614,535404,520021,519314,551311,524370,530738,528227,555921,532136,519603,537985,526937,520663,710925,668421,658876,527434,569389,568072,540134,563549,559752,520246,528229,542555,560428,594394,523292,540179,531850,524033
i	800000	6	759488,721287,721080,774513,618948,599933,653054,610642,574520,522453,520541,546788,573183,526673,522864,523425,536198,527800,525040,555266,525667,526918,530528,526289,569345,539567,520695,536922,559525,531366,533833,522851,570172,526860,523244,543437,530007,531774,541264,567813,526966,554335,580025,535261,524402,554123,532982,560394,523040,526480,537948,526047,523858,522958,523527
i	800000	7	615355,586445,561622,655299,605195,571043,536371,527992,523076,519183,552251,552358,542039,549854,544092,522823,539708,539707,520636,533667,520171,523794,535048,529076,545827,563923,571573,529933,532376,572393,572485,536534,541930,544056,541008,573915,520583,527272,519985,535083,532488,579913,522216,532490,531533,534402,526457,522825,549811,527301,528367,533183,526969,535547,557087,536631
i	800000	8	698097,757171,696420,542831,528802,524767,519461,523826,529169,522473,542931,531905,524505,540238,539754,545298,556020,523880,566399,531038,676074,549586,540497,552279,570323,518639,544057,569685,518807,531540,579072,522197,514291,571724,531002,534869,546591,528950,531786,527772,523785,523201,533607,522238,523546
i	800000	9	602647,710685,721202,633769,567019,537592,635226,569945,579388,532200,575159,603539,523294,535910,539503,560760,557937,532287,538250,536623,562622,540847,536145,553014,544122,518903,533842,537781,523064,539043,529270,533652,560222,526356,538316,523424,518959,558528,529830,542154,529583,542031,544507,525174,580479,518612,523669,538350,533750,545971,518745
