ii	90	2	8	596785,613938,567583,571566,546677,545468,552028,522848,527678,523804,527420,536145,542588,521753,577581,579353,524603,525317,537647,536446,540238,537463,545809,521943,562490,605072,523475,536317,524983,559843,547888,526497,553792,524075,537192,541185,534374,520594,540406,533577,526129,530749,529862,540679,525224,554611,547101,526864,526609,548666,603959,564522,535354,562736,595165,522905
ii	90	2	9	592651,587515,596017,627452,637971,640201,580998,582835,531880,519465,540038,519651,519902,522662,542625,534463,526760,540933,524252,548182,518898,535328,538869,525503,519279,616101,518886,520980,566448,526676,519906,547010,537853,527797,528011,514606,532415,531928,524201,518625,527569,526250,523178,530510,522974,523132,527369,555158,557937,557089
ii	120	2	0	778135,618747,604143,854187,857290,548874,525525,548589,533857,518783,515548,536978,518919,524941,527195,520105,524150,532240,537530,523719,520203,531100,520969,538153,544433,547288,520042,534250,521105,522317,528873,530983,520959,525457,536891,528195,529393,530716,523288,533809,545573,518698,524725,631970,527813,524309,527019
ii	120	2	1	693517,675622,702187,527652,522385,527941,537171,527687,532389,540218,533361,523301,519927,540541,531758,519770,522289,540384,540341,538673,520861,527108,526722,526800,530111,560116,518672,522344,541050,543741,535482,520183,539580,539662,525704,522130,534426,567849,526970,557950,522589,547841,521366,522193,544480,528100,531311,516558,521573,519549,533410,524923,523181
ii	120	2	2	637707,657195,667125,616986,661833,641532,692153,784572,620007,627358,574823,583187,522769,519259,540225,532179,536788,531679,548763,540014,529934,546392,575482,573520,524161,542974,528132,525816,545925,518127,546221,528606,518588,532850,528566,523163,526871,522251,531776,539443,574636,523635,523198,558365,523598
ii	120	2	3	671538,591456,534621,539948,574655,543063,521885,527711,547896,591734,554057,545421,523428,553398,539955,547851,557512,539836,539531,595656,533684,580318,590402,609443,526263,537268,535920,553685,526868,523607,523037,527623,522245,524610,549896,560255,519715,534685,544469,523606,536594,530483,536736,534263,518115,522830,521569,539548,541012,537659,523741,520290,624190,599984,554490,519271,519479,516256
ii	120	2	4	692029,730800,722840,713029,662452,631368,656804,646254,636220,653892,545374,541632,527668,535879,522986,536761,526792,529327,525980,524044,520081,523938,523095,524077,541289,523625,526137,521646,527643,536172,530766,532543,534709,531047,545214,528783,525036,531673,533131,536885,531592,529127,523751,527821,547032,543086,546479,532647,531167,532244,540744,528524,526078,534754,523210,545050,532353,542695,540606,530500
ii	120	2	5	583757,600547,627296,536441,518701,515312,540633,526422,537742,543778,548229,536614,538899,525942,541909,547065,557267,523724,570609,521016,535817,528059,525979,533080,538848,530945,537232,527955,527575,528837,518526,535346,527156,528358,547988,576555,578292,599300,545285,518933,520751,547935,537554,546666,536261,549591,558767,536743,523128,533839,526998,523124,518503,543223,529966,519268,523375,520124
ii	120	2	6	675677,707890,725675,667442,705840,635294,637196,525503,544090,571527,522918,525443,518388,524590,522706,536953,527112,538038,529567,541599,540401,532794,551032,528919,535038,531701,521817,552044,530527,528989,543756,551724,534017,530730,538148,529323,519783,538842,523388,527926,526126,526089,531445,534232,557498,559435,608649,523948,534433,535842,519920,522898,577729
ii	120	2	7	610602,519175,590288,556726,539210,548418,539098,539216,549423,535195,518843,520397,532967,525134,525409,523378,543920,548166,521997,539172,541401,534909,525143,532927,551784,528167,529628,557547,539741,535458,535268,522750,598913,527670,514977,526872,522030,537900,538775,535434,525216,534185,524918,547056,523504,530967,540234,521292,519476,544784,522550,522709
ii	120	2	8	620760,629824,641109,529418,528518,624316,692014,718985,752986,604557,531255,526159,526919,522372,522309,523705,523256,523933,543460,526465,541493,534309,654945,547891,535487,528294,548260,538133,523124,529901,522354,541688,519216,518662,519730,529451,532080,547959,557075,544665,526674,539191,517688,519231,519598,526274,519562,560494,569022,639981,520896
ii	120	2	9	550816,584243,548389,535786,520659,547252,547862,529424,539331,519761,527369,526985,531025,523620,527159,519732,516191,530013,538953,522087,534439,526226,551962,554975,530563,529895,523054,555667,552268,584040,527801,580177,595998,526558,518516,552768,520402,527646,556505,532780,523302,521681,518943,529279,522950,531045,520207,561499,519040,594177,529877,551596
ii	30	4	0	616648,615254,648561,601691,575898,527689,536299,530471,531453,534325,525080,555226,527110,534668,558535,525837,532665,518273,523156,524613,520936,537717,520631,523185,562943,521019,528068,523629,522872,535760,543395,531236,524056,534898,523022,518358,576804,522817,521673,528943,522334,540753,523828,529038,540680,545179,527089,527832,531956,528090,524369,524008,523946,543081,528603,537910,525414
ii	30	4	1	865763,886761,829372,571758,543955,518952,524429,552224,543985,523731,524059,538381,549749,521404,548732,522023,525464,563518,519249,527070,540202,573115,557338,555825,541063,542841,541166,538167,538497,549876,535819,528551,542773,552694,568220,533868,537267,521240,557186,526176,525164,535507,538099,538707,540579,538574,553388,548647,553513,566188,536133,523728,553721,551755,526804
ii	30	4	2	647579,693138,687261,535332,529926,514940,517344,531983,541992,551588,539502,517713,549199,523598,521531,522024,532106,523114,542375,552655,613462,615410,553143,557663,518548,549922,545970,545628,538384,541081,538983,526918,518441,531232,534114,542261,526451,533989,521844,537252,549118,537802,545134,517923,526784,556739,525754,528325,530895,520248,517607
ii	30	4	3	635430,687405,695615,659028,757778,690854,654002,750975,603513,647998,637814,553954,553726,575902,562661,518717,519866,527266,526968,520131,546159,547519,535281,533393,531858,523021,535904,523661,528985,535144,545546,529251,529203,524637,527353,589004,533385,533816,540031,518013,533714,535622,541814,543558,592519,517908,531939,532514,535797,543605,527837,544968
ii	30	4	4	853607,849672,822225,529528,524902,527090,525400,597038,572155,559041,645020,652469,527616,526976,529080,535397,530623,539060,553324,561386,584188,530888,526257,523750,519445,522933,542370,529591,535099,542437,521604,537141,522439,524008,531913,543306,543806,548910,539268,542575,541027,531647,550860,539513,552123,534399,528330,519596,582327,523919,523326,524933,520069,520636,515812
ii	30	4	5	657085,669704,650726,583570,604957,612951,530551,581251,610677,603797,534066,522629,518047,522105,538437,558603,554211,541560,583617,593058,554723,527343,527558,523102,530764,521777,524257,526152,530652,543997,531665,518973,537069,538084,527473,518050,538245,538781,596195,520563,536268,538400,519937,534073,522464,527188,552487,535960,522452,602973,520571,527778,660147,546042,587039,522617
ii	30	4	6	627073,622564,628868,604674,529359,547357,572601,555089,527901,529003,553957,547058,535165,518974,552675,561050,529914,545280,586591,527135,587719,600810,522602,528512,546669,536006,527061,580761,609755,643317,628958,565467,584626,559545,535140,543090,544740,587010,594870,593347,578073,603436,531873,519038,531426,531811,576220,577143,542252,515593,518638,546027,522384,531219,520381,527909,526247,526393,530892,533080
ii	30	4	7	769930,732140,522205,528794,607325,610003,543169,600982,599581,554663,593184,607488,619400,589856,526578,556898,526048,536387,523574,541832,522558,608182,542023,529327,534341,516124,543498,523238,528825,520072,530263,554848,584267,574902,576040,627613,644415,556701,586342,524731,543195,535845,520245,523718,524074,531052,520119,521985
ii	30	4	8	651928,652050,636796,526478,546283,569690,534330,524847,541881,528547,530027,535924,536539,535255,617413,655035,539613,519678,526527,552959,519432,556657,528783,523133,521182,544815,522964,522553,528128,553022,538585,542804,552901,546725,527246,575289,580438,530393,518645,523010,523687,545029,537481,520751,524572,541907,542634,544097,561807,548407,553030,541155,521054,522753,524393,520860,530096,520149
ii	30	4	9	781942,783526,655636,875877,608301,543955,546721,526997,523623,538860,553296,572400,531285,543595,557283,524266,528490,527976,545757,540201,528793,521087,544433,520638,516320,532511,520405,534360,527001,528405,528270,531568,549834,537232,530832,536405,570611,525691,528556,532119,570913,532304,593630,531855,540833,600227,567545,647456,558101,605219,524775,534551,546641,518724,528570,527984,526025
ii	60	4	0	671645,705762,636314,539466,545701,540464,535374,548023,555237,565517,522702,540526,535521,538134,531082,523565,527595,521493,539176,538905,541402,530567,535470,544520,519005,525209,541787,527807,529393,537335,522222,534605,526222,518649,522425,556032,522699,572726,531843,530449,534105,546225,534842,521265,549568,522162,601381,642748,558545,556400,534373,521907,519753
ii	60	4	1	777579,749313,771620,730231,690342,688095,666397,639248,545737,525771,531573,569584,583103,520520,544347,520370,517913,525001,554778,528232,542471,531240,527778,535744,540853,533577,524001,529307,528277,548710,519457,522571,530876,544657,539538,531109,523863,581266,564612,557896,531929,520877,533014,531750,521020,546335,626885,536458,519593,527872,530062,522623,520885,519482,519253
ii	60	4	2	723950,796487,746428,748867,547967,547848,559433,547736,520267,530404,529227,585822,597856,549848,549633,544565,528136,535003,572937,519865,539233,540584,525177,540863,555230,540632,550395,546801,532945,527399,538122,549689,528614,553279,562128,526645,525427,528070,535463,860566,787453,915302,533650,617773,606047,627713,559907,521579,519185,531150,564601,542953,523303,520218,529499,519095,520797
ii	60	4	3	622215,628169,641099,664239,571030,569602,607256,561718,590223,606306,614623,590699,534666,831714,797520,874587,715083,638634,640629,521474,524807,554762,540860,559140,534571,558068,555957,553735,552799,555098,533215,560909,558760,526941,530616,527320,527189,534587,523114,546741,627463,624610,626948,544292,539719,532623,540166,524143,528621,527304,523567,519547,528548,521198,527964
ii	60	4	4	685083,692915,660766,714729,643155,626228,716313,630705,655609,591873,647720,567534,520457,560499,568887,520773,557037,527980,520762,522711,530081,590369,528402,538598,532804,524951,533339,542993,561264,530957,523880,524185,533615,552426,526565,534467,555912,599173,542509,525451,525508,523987,522757,518283,529909,532085,526274,552630,557963,527127,534803,533980,523825
ii	60	4	5	630407,651249,661233,667993,535658,528717,527339,557978,525728,571966,544656,544695,547576,525434,542981,544637,570373,528260,528831,522643,527528,534075,547641,549642,539434,529004,558322,522022,529566,525745,540376,545110,521136,531963,528421,550001,539590,533045,523891,522836,525127,518026,522159,539916,588213,592701,527057,537734,546798,559737,575485,561063,519601,541558
ii	60	4	6	707492,709639,620059,535676,535671,545492,543978,545495,540011,599019,587455,579516,544880,538672,530239,541472,520391,523502,531049,531624,530078,527067,540375,526765,541533,538935,526453,537211,528167,526443,536878,523165,527163,558941,530488,531437,523041,534368,523006,556827,518308,530284,523185,545877,530548,524887,524358,515694,523019
ii	60	4	7	600959,585831,599993,563164,568487,535972,518296,548780,545683,549333,532045,555719,562009,526067,523984,523545,523420,546560,582425,610333,522767,551149,540210,549143,530914,523419,607830,609033,524180,520450,556303,525795,566927,583363,591740,532964,598408,607468,637285,524203,553331,586710,532192,616474,521966,543994,522819,519978,638325,548615,530685,527440,519939,524258
ii	60	4	8	654983,747939,674831,755632,544149,599969,527890,539765,537417,546264,544595,536685,526922,530386,536950,587049,608286,544287,539177,531718,547510,531426,527198,522501,533360,531477,549069,533945,522814,562497,548414,604476,543850,528386,533107,525926,569866,531727,560902,536871,549777,540178,561252,541382,525200,535743,531673,537972,549222,527411,553133,528862,519594,519825,535357,524381,523225
ii	60	4	9	770791,750391,611546,612307,576166,540135,526857,522214,522508,576211,555754,542220,552965,526613,591585,540036,523448,529339,539077,524461,528760,530229,537353,541102,534820,521997,524235,542227,539427,535283,544937,535926,532514,515435,527121,518886,544523,528288,552571,565965,526622,548259,540568,529497,531395,519607,534501,523613,522488,519857,522775,519138
ii	90	4	0	639709,670908,675502,647676,622328,736529,598687,680623,827997,605396,612700,668756,567837,582524,591461,536038,523917,601277,601624,527155,635191,636142,546494,526728,523437,537618,538024,525515,554081,525562,525525,527986,531090,557782,548267,544365,572938,520591,573988,559271,527514,546457,523142,523335,524487,521063,546815,533118,522371,524373,518679,533439,519064
ii	90	4	1	710275,675213,528400,519404,518033,527733,543110,547588,518481,550136,543380,564798,557570,527826,581517,585081,557337,522022,522726,574383,518560,536000,520962,638504,596670,614151,589800,563864,538968,553964,536505,528798,536728,523520,529105,549292,540638,560345,564711,527958,522655,524532,524662,538188,562936,526269,535231,539591
ii	90	4	2	656472,518802,563763,529391,564557,580079,549786,522942,527734,532170,547813,534142,579662,531194,554826,542322,575828,606617,542688,523776,523423,522034,533158,533321,536945,542317,546198,538654,576697,601673,616473,525020,527973,521957,524685,536442,530285,568937,524775,576356,519478,523270,529160,571577,524046,529819,535266,544514,538517,542348
ii	90	4	3	550101,566346,568990,527725,540058,528048,547069,539651,545198,526561,583985,533102,523811,534472,518126,564172,559917,550514,526572,581144,558747,525893,541686,558991,544586,528485,536844,539663,550426,528026,538626,538985,536799,537863,522917,551224,525225,521558,558052,545631,524078,519141,523356,532233,544077,535908,560558,610905,522479,527144,546619,540200,520135,555845,572992,523437,522442
ii	90	4	4	643972,678276,667020,659370,622608,676318,674086,725163,674828,580925,564889,565992,565559,531968,532299,548267,520287,520365,522543,526844,530788,524684,534444,543033,526981,590987,607223,519654,540931,542002,523826,542401,528525,524333,526735,539770,529283,528250,531400,584028,561275,531909,515191,582432,576463,522238,518633,524008,543642,527208
ii	90	4	5	704793,739038,651674,577797,522024,547165,571160,625555,592377,535555,546028,528674,548987,548142,549900,529050,539089,523536,518388,515095,532543,592637,521813,524300,520074,516318,522798,520655,781906,574780,821336,530133,582262,579694,562314,528028,618205,644455,639710,534618,657363,566204,546467,528287,519808,527210,523391,523408
ii	90	4	6	679443,715096,666678,537917,543344,529217,522048,555365,583884,532555,536568,530039,543088,518717,638895,566593,544462,523133,600900,556544,578805,564018,522396,549341,540141,549622,536085,526651,525292,531730,523325,539529,535272,523434,526380,539875,532448,551478,543360,529807,568187,574189,587528,533880,527720,557855,550822,524596,576373,537280,538601,530320,520201,522944,538829,518385
ii	90	4	7	706345,687426,716202,580863,561603,550191,541614,545866,549363,579194,619226,532681,571363,647133,654389,594300,527118,529766,522498,523452,539468,543788,538680,518235,548928,535031,537410,541716,535064,567417,528634,528052,535934,555142,529264,572318,532026,539536,524747,529898,535607,541030,538694,524535,526182,579169,548838,528776,559399,561486,568418,527002,516302,573607,519151
ii	90	4	8	813900,816531,687188,541520,517814,530625,528080,526193,550130,533462,524387,529357,539891,533094,527146,542273,523863,539415,519566,523596,525179,536540,521402,534797,536220,520231,535292,538832,534651,521746,518319,544051,554354,538652,543083,543484,524445,549917,528276,529313,560188,546220,550901,522857,538141,564288,576033,540131,529846,543701,522474,528469,528205,519812,543914,533305
ii	90	4	9	729077,765274,746130,545813,553771,544168,528712,547591,531975,545068,546722,551268,563898,545775,526548,525155,537384,540380,552124,550311,536494,538538,525058,534967,530222,526755,519025,533572,550587,530700,535474,562736,526718,523987,587392,538008,518016,549322,543708,518269,548584,546577,546694,524534,567325,588939,523719,523178,547421,521288,535037,534748,520247,527835,540026
ii	120	4	0	757014,733726,708488,733171,724644,604425,598990,539674,522480,536999,532248,526464,536843,523460,523044,550011,579869,584142,518438,519726,545848,519848,526970,518583,523291,548435,539068,538137,527669,524097,555362,528264,541223,527468,557489,568630,542442,523017,538793,531140,527220,521943,528473,533155,523890,536640,535798,524353,521326,515205,532339,551218,526466,528322,540825,559673,600341,607436,575046,523520
ii	120	4	1	684408,700942,544882,558013,550820,554243,533609,519389,550953,536625,546400,531282,542465,538532,544143,547811,539734,528310,555449,617718,533716,524154,585934,548558,587235,567847,577809,565470,534947,525501,543575,530513,549432,526347,526549,569739,609340,598878,554278,563522,533989,534073,526715,547860,561043,531301,523028,530209,544688,554904,536177,542600,538648,559421,567831,527468,528022,541555
ii	120	4	2	618665,646533,657317,680412,626250,564548,619693,606941,528676,559363,532301,544264,547473,527361,524044,536563,523240,548073,525925,524304,539600,557822,546822,535186,537783,524373,576080,572086,556289,536257,519350,541461,555623,568594,545047,534484,531739,558967,558754,525466,549135,570188,562017,522543,623852,665376,693536,636662,643305,587964,539731,543069,542751,523284,566148,577763,582649,530013
ii	120	4	3	620542,624067,640590,638744,555556,558640,523521,527615,526430,534802,524122,524337,531822,522395,520945,526543,536992,556462,533215,516102,534190,517953,525147,523284,519236,559758,524132,551580,545862,527491,541507,530312,519684,530498,543022,532156,526115,543837,540494,534565,524380,525024,528414,522928,524417,527944,542211,577821,528216,534748,535502,524460,524437,545464
ii	120	4	4	833467,760655,526274,554769,640923,524555,522745,532490,531076,557768,519108,589817,592794,589032,522693,523481,523063,531349,523787,524011,523595,525862,528215,523968,518089,520811,527674,543160,551545,527656,627838,535253,531150,564873,563020,554090,518057,564020,520594,542455,526993,524877,525478,543065,522906,523355,592684,550026,514886,526124,559823,519471
ii	120	4	5	753101,732429,712085,739471,827920,657563,661311,644459,633792,630194,552856,520657,563520,542012,531366,536242,590843,538164,536106,559458,592389,527132,539844,552344,540344,536955,565824,530630,536193,524948,538897,541071,554824,581779,614967,521714,531536,553837,535103,527667,520329,522858,531299,521329,532258,522780,554663,598043,523249,534211,518393,518255,527777,528393,523034
ii	120	4	6	704454,715674,519036,543429,548626,551707,554314,523675,556781,543384,519752,587421,551106,541415,538630,526458,539680,562549,526194,541062,565232,523586,527745,556937,526672,534556,540045,552777,565088,533471,539713,520308,532868,525639,520447,529815,529502,529867,614288,690454,634542,530562,539208,568967,568331,590030,523496,532281,520486,545426,586135,542142,537158,514777,515985,528588
ii	120	4	7	600184,652595,643927,616964,560180,558771,527071,522934,532988,533588,534904,543124,527926,532704,532866,557226,555773,604734,569762,539036,531527,535675,564840,552467,534459,534893,528239,546638,527889,552587,542432,563671,530015,571754,522238,524561,526915,564203,559329,523796,541149,535621,517378,527763,527316,619663,630009,536819,523781,561804,564364,541114,540540,538305,518496,521682,563352,527228
ii	120	4	8	632625,702991,653113,716480,619538,607603,527962,538867,526808,556233,529892,547175,519903,529543,539552,527002,556478,531504,542954,522807,522799,523947,522033,537611,532866,523751,544721,525005,521168,557065,535892,529145,537099,526964,529445,587300,533021,533727,531015,569279,542792,532226,524492,524970,518651,526848,517526,530001,526373,561929
ii	120	4	9	784169,788575,819979,762386,680299,709034,679079,712238,565879,547619,529209,523772,520584,539228,516008,563661,559341,587121,571048,570268,524999,521868,586667,556444,547571,527313,544768,547181,535719,521108,632045,646004,603134,533512,528085,544188,529414,534904,526970,553161,544729,544877,585829,546498,525211,522198,524194,543907,589266,554404,538507,563537,550811
ii	200	1	0	579902,532918,529857,537343,553911,530528,526734,524814,525532,526614,545891,542861,539071,525070,565841,549777,526540,524258,519564,519357,537595,519969,523909,520778,577333,527947,518919,549670,523123,519836,536220,541012,537856,514752,536751,529249,535255,536296,537778,520748,540366,548963,531105,519668,523633,520224,538616,519167,522994,519257
ii	200	1	1	714590,741476,668374,751603,630760,635011,541986,546967,546575,538169,518994,629266,536314,564441,533693,535636,548320,540416,539355,529340,606883,588046,578552,567807,585250,526111,533446,523177,522521,527686,534035,528691,518739,526395,519268,533889,531101,530930,532062,525608,521170,519273,526497,523385,543427,528866,524117
ii	200	1	2	623788,679666,632208,519641,519987,539092,539094,556058,532795,538579,538542,566645,574427,526040,537303,519156,527117,548034,528425,523659,527832,530559,522402,522413,537869,530828,552587,527898,548328,523965,520558,519738,523854,529823,532527,537270,523809,518363,535733,537632,522244,528118,529920,514774,520678,520806,519549
ii	200	1	3	620737,595247,609301,555974,534391,541708,564942,528438,527852,522660,551955,549164,532119,541493,524952,526069,541695,534816,531550,523480,518503,526041,548382,520994,522320,526102,534134,528732,543817,550873,526286,519013,535062,531647,527040,526346,535946,525814,528714,540338,619961,543923,529005,544225,536270,524625,524769,514295,513974,520809,522588,559138
