0,100000,1,122803
0,100000,5,211969
0,100000,10,390775
0,100000,20,1271797
0,300000,1,323476
0,300000,5,362333
0,300000,10,530794
0,300000,20,1397271
0,500000,1,529522
0,500000,5,611146
0,500000,10,733189
0,500000,20,1441567
0,700000,1,725530
0,700000,5,815176
0,700000,10,874453
0,700000,20,1673090
0,900000,1,922193
0,900000,5,966929
0,900000,10,1050611
0,900000,20,1722621
1,100000,1,122320
1,100000,5,190482
1,100000,10,531845
1,100000,20,1422557
1,300000,1,325070
1,300000,5,370614
1,300000,10,596958
1,300000,20,1281584
1,500000,1,533939
1,500000,5,575051
1,500000,10,750829
1,500000,20,1568673
1,700000,1,723203
1,700000,5,780193
1,700000,10,894945
1,700000,20,1694966
1,900000,1,932668
1,900000,5,977478
1,900000,10,1062666
1,900000,20,1760050
2,100000,1,134390
2,100000,5,205239
2,100000,10,408373
2,100000,20,1590332
2,300000,1,324887
2,300000,5,432393
2,300000,10,594021
2,300000,20,1406041
2,500000,1,525499
2,500000,5,591648
2,500000,10,730659
2,500000,20,1664867
2,700000,1,733469
2,700000,5,774660
2,700000,10,865711
2,700000,20,1565011
2,900000,1,922883
2,900000,5,957363
2,900000,10,1040260
2,900000,20,1719655
3,100000,1,122319
3,100000,5,195085
3,100000,10,444694
3,100000,20,1471189
3,300000,1,327219
3,300000,5,410592
3,300000,10,536209
3,300000,20,1530618
3,500000,1,524486
3,500000,5,613873
3,500000,10,838756
3,500000,20,1568178
3,700000,1,723937
3,700000,5,803130
3,700000,10,913390
3,700000,20,1864031
3,900000,1,933553
3,900000,5,978519
3,900000,10,1050505
3,900000,20,1772164
4,100000,1,134210
4,100000,5,235245
4,100000,10,670573
4,100000,20,1495173
4,300000,1,336215
4,300000,5,378934
4,300000,10,617606
4,300000,20,1532219
4,500000,1,528143
4,500000,5,588955
4,500000,10,744268
4,500000,20,1652320
4,700000,1,723685
4,700000,5,764589
4,700000,10,895485
4,700000,20,1738311
4,900000,1,926237
4,900000,5,951564
4,900000,10,1066706
4,900000,20,1742391
5,100000,1,133016
5,100000,5,213014
5,100000,10,391121
5,100000,20,1319481
5,300000,1,326698
5,300000,5,352773
5,300000,10,521961
5,300000,20,1478465
5,500000,1,534737
5,500000,5,590439
5,500000,10,739123
5,500000,20,1552226
5,700000,1,723494
5,700000,5,782138
5,700000,10,866077
5,700000,20,1744983
5,900000,1,925898
5,900000,5,955815
5,900000,10,1088618
5,900000,20,1810710
6,100000,1,120543
6,100000,5,194841
6,100000,10,490470
6,100000,20,1415155
6,300000,1,327272
6,300000,5,365978
6,300000,10,686349
6,300000,20,1515595
6,500000,1,525221
6,500000,5,569658
6,500000,10,741516
6,500000,20,1617168
6,700000,1,722787
6,700000,5,777252
6,700000,10,892562
6,700000,20,1617274
6,900000,1,942273
6,900000,5,955432
6,900000,10,1035344
6,900000,20,1846602
7,100000,1,128114
7,100000,5,203076
7,100000,10,394898
7,100000,20,1547215
7,300000,1,324879
7,300000,5,384706
7,300000,10,560365
7,300000,20,1495426
7,500000,1,532377
7,500000,5,629236
7,500000,10,706599
7,500000,20,1625048
7,700000,1,724537
7,700000,5,806734
7,700000,10,913638
7,700000,20,1722724
7,900000,1,922270
7,900000,5,985236
7,900000,10,1073546
7,900000,20,1838433
8,100000,1,131091
8,100000,5,193594
8,100000,10,520718
8,100000,20,1459035
8,300000,1,328611
8,300000,5,383984
8,300000,10,580161
8,300000,20,1500545
8,500000,1,522953
8,500000,5,576596
8,500000,10,712430
8,500000,20,1571741
8,700000,1,723352
8,700000,5,779266
8,700000,10,912611
8,700000,20,1659619
8,900000,1,923988
8,900000,5,961890
8,900000,10,1071140
8,900000,20,1867091
9,100000,1,131157
9,100000,5,274415
9,100000,10,468854
9,100000,20,1490230
9,300000,1,337799
9,300000,5,397880
9,300000,10,581428
9,300000,20,1551339
9,500000,1,540202
9,500000,5,559239
9,500000,10,731125
9,500000,20,1618979
9,700000,1,724766
9,700000,5,769853
9,700000,10,869033
9,700000,20,1686670
9,900000,1,923466
9,900000,5,999475
9,900000,10,1038683
9,900000,20,1811214
0,100000,15,774611
0,300000,15,678157
0,500000,15,879905
0,700000,15,1078653
0,900000,15,1247292
1,100000,15,829350
1,300000,15,902254
1,500000,15,962959
1,700000,15,1084609
1,900000,15,1251364
2,100000,15,803989
2,300000,15,821773
2,500000,15,956266
2,700000,15,1177483
2,900000,15,1257485
3,100000,15,756996
3,300000,15,909263
3,500000,15,893756
3,700000,15,1125523
3,900000,15,1253910
4,100000,15,805992
4,300000,15,806049
4,500000,15,1038011
4,700000,15,1107212
4,900000,15,1297485
5,100000,15,817887
5,300000,15,886156
5,500000,15,1019375
5,700000,15,1106016
5,900000,15,1275009
6,100000,15,783602
6,300000,15,830781
6,500000,15,971506
6,700000,15,1133201
6,900000,15,1246552
7,100000,15,770561
7,300000,15,890320
7,500000,15,1058882
7,700000,15,1148198
7,900000,15,1204815
8,100000,15,850217
8,300000,15,894642
8,500000,15,1032939
8,700000,15,1132758
8,900000,15,1259552
9,100000,15,798239
9,300000,15,855025
9,500000,15,955128
9,700000,15,1129348
9,900000,15,1225594
