i	800000	0	697775,715907,545278,528748,531574,527590,524782,532687,540104,530120,528443,558430,564734,538901,536265,634590,571284,529826,525116,553605,553630,535093,526445,526717,539647,528669,550088,559172,527036,526896,530461,526055,530810,526940,693057,659798,568658,540879,579444,535268,528470,536793,524818,523193,526014
i	800000	1	684373,714814,612408,577863,598378,583861,556976,590102,541618,520033,556859,562549,568261,535633,667817,698223,587017,527213,579086,570863,546037,522983,540540,552822,523912,522193,608030,603616,602967,544522,542230,535498,523942,568938,558905,562288,527891,672026,574552,676885,626209,651431,540171,544478,563932,542174,523270,535654,522966,527187,527890,531814
i	800000	2	623737,635296,670450,653603,534708,535075,546735,598503,581514,543145,536110,713077,555730,578685,580971,554741,593767,540661,552075,543438,528314,546658,529781,534917,529083,521292,532406,526009,521420,532674,522261,527575,529332,524145,537168,536037,546173,537626,526775,537139,523954,545111,526847,522452,521870,551868,528378,527045,544106,535286,531097
i	800000	3	714206,806456,803127,583336,622929,643267,623053,556591,529038,527275,546944,530895,529040,523286,530633,523993,591770,544018,531811,530941,537133,527870,555926,569238,552428,526467,592680,519195,528267,537907,530818,525171,534902,525745,533061,586695,535301,540302,530904,518888,529393,519420,527413,519638
i	800000	4	708219,726491,784371,640520,656681,558577,531100,542442,544855,527234,530587,527703,524067,564522,558967,558845,534692,527947,522076,538299,545896,539457,533286,564565,577195,533679,531491,590570,543664,534576,534413,538211,526835,554829,527395,523230,536733,541698,536022,526179,546815,525445,532034,551384,553620,548221,531641,556881,529119,528465
i	800000	5	780404,793031,849989,599598,578881,606824,577397,559158,524396,523515,535692,581748,572218,547482,523294,520058,543333,536091,517486,538793,531360,543301,535625,586593,591802,551477,522597,575485,602194,526597,546248,527647,525888,526588,564494,540722,528142,554632,523347,540009,527169,572267,541448,544965,525521,536106,563770,535509,518813,526874,526207
i	800000	6	838902,819343,825055,778527,902733,601910,643478,631087,592384,550126,544593,532969,539554,539758,583585,537729,549590,539213,544345,548888,539242,532252,525606,602155,645498,519050,554276,526816,539639,546850,530288,548214,543039,540489,542449,528837,543230,542361,538774,537387,524618,545442,569875,523385,519753,531313,522587
i	800000	7	703248,816958,849299,534984,589713,554226,573824,542722,526356,542285,526861,524020,540980,524001,537561,538455,607263,665293,691517,572123,588454,618993,592051,598666,608258,518895,544708,531009,521506,548133,548784,528283,524994,565614,559908,539828,537182,536145,526950,611181,624254,544739,531801,573926,578518,552061,520607,532242,539860,523975,557751,536881,536517,519423,523933
i	800000	8	795974,830424,832185,902303,584622,633254,649888,592726,557003,544359,535361,546462,534822,548538,568554,530985,524674,526398,550289,526543,536066,534482,537034,643841,657201,614318,653799,669735,661121,594266,564599,551819,549656,526753,524672,591730,551837,620128,650700,538237,539981,551018,532305,531666,530143,546477,564589,540634,521971
i	800000	9	741842,762507,743620,566777,562971,540898,523528,582326,590247,615876,602012,569335,561558,522782,518511,530744,547598,555398,528324,526716,595899,587087,578894,552336,555239,533664,522991,553076,525253,544347,525183,527489,527525,525389,522434,561673,572636,574317,524347,547527,521978,533541,530772,519275,522789,530815,523931,523856
