i	200000	0	641375,601585,536337,529103,537549,525819,558790,560827,603247,547557,527545,546252,528013,518527,523312,545392,536106,518238,530808,527374,522229,527307,534359,565353,532121,541164,568978,571937,527156,543975,525611,526708,566376,561012,531767,532107,540809,565508,554519,530816,526611,538893,519557
i	200000	1	640227,656467,623833,595542,586216,578946,668587,525791,571708,521766,534352,559073,571489,569355,542095,536901,530541,581211,539321,566867,546699,547750,534773,536897,535768,533629,559484,549725,550831,572026,567403,549970,543874,615591,621106,608282,630174,641394,546691,538768,546158,524976,550277,558698,524582,527567,539370,531085,526500
i	200000	2	792751,798357,521894,520705,524558,563329,525420,554802,527806,535986,534075,556139,548163,559392,525385,557423,536199,538075,532776,544846,544433,544416,548378,527639,570248,525941,531576,532634,534163,546712,568775,598977,523686,529303,534982,524023,584624
i	200000	3	599196,595940,533168,524014,560621,591580,549618,531644,715760,707217,735505,640746,640334,557463,730372,539947,534430,533555,543210,533942,550495,575652,559740,590792,607106,543330,538247,559926,527988,548320,580194,529551,607800,620841,530505,526889,528298,534105,525889,526585,531024,539178,540464
i	200000	4	568666,676465,663377,523116,527556,562520,549840,527153,541311,537753,523289,525374,527911,559839,529232,528755,525356,528778,547492,555048,527641,543525,526058,525425,542120,539433,549528,559860,526094,558010,523422,541591,530304,523343,529588,523654,545958,602828,723238,528805,531812
i	200000	5	816672,807096,754219,578548,552741,536773,593202,576143,534630,540071,539719,568425,578297,596313,534546,541040,592727,540640,533210,528362,546856,543497,602710,524490,528140,567633,543798,519806,533754,528049,538570,541786,703840,804213,737022,545419,606409,564927,548298,522005,545674,534011,563018,542513,532084,522814,544106,551566
i	200000	6	645926,672513,651516,643952,648705,648209,530366,566114,521322,539737,530087,523572,562120,536469,544050,561176,522422,527179,524892,527343,580417,573778,552912,529435,530185,557288,577986,580346,535452,539244,552638,528499,523334,532670,554164,552170,528860,541903,582366,523356,529695,519460,523600,524428
i	200000	7	863520,882051,883819,864070,583861,523434,627686,685935,651135,560596,543952,569642,526857,542363,532088,525431,527434,527518,540319,529065,534012,531310,536001,583256,534917,541789,547912,526019,531344,535999,616287,519547,528494,523094,526493,548659,566892,533618,579175,520341,524256,524363,522944,522568,521396,523650
i	200000	8	786861,818360,808119,773880,644041,548260,550741,570274,526558,535876,568103,543798,538742,544276,524943,567394,532670,567815,568549,522745,554802,527828,642507,672917,683997,611935,606250,593495,543058,536711,551347,558942,541387,527996,530828,538836,527204,551066,562576,530912,532037,523541,519433,525527,538666,519454,550937,540999,528969
i	200000	9	914279,970001,539247,616945,626761,591008,549755,657897,577563,543802,529291,541690,531931,536571,535262,522307,538627,560950,533113,546177,532007,535150,579462,530542,523913,538686,569611,542352,538123,524403,521638,530367,527829,545635,536149,533788,543471,529903,527875,523392,524674
i	400000	0	663457,671530,659307,646547,612710,679405,681737,588272,618856,568218,568877,540159,542261,553068,554327,531116,560649,556009,538633,659398,688424,686493,576814,639614,611608,597722,529621,541588,531665,566082,569044,548851,554641,531208,531752,551179,566071,526355,525823,561423,560781,584848,578608,523233,539692,560739,520310,523609,532681,519158,523728,543154,570215,667582,576141,615754,530736,522928
i	400000	1	630497,684506,687679,611563,555904,602322,600754,530981,523816,531069,671055,633143,542280,534733,548727,533416,518766,528429,541533,536032,546158,534094,520781,522806,523630,525580,532573,534927,540897,553648,524129,538616,541936,530402,522069,527858,526747,548540,521462,568242,531823,561159,549877,539474,522742,526295,522915,523857
i	400000	2	766495,793984,550428,560160,531165,565154,539892,529123,533105,542111,543913,542435,524062,661070,628915,564416,521341,527520,587935,604637,530490,662847,690603,669529,695598,538652,572386,665594,765294,747297,603083,582674,531387,535895,531332,525959,534485,528084,527468,534488,551914,559532,530324,534478,529732,559733,531624,538081,529573
